User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
torres_dalkin,twitter,0.0,0.0,1.0,0.0,RT @MadelnCanada: #MeanwhileInCanada if Trump wins.. #ElectionNight https://t.co/MzLXBdjcXh
Pell48,RosieBud521,0.3296,0.214,0.614,0.172,RT @RosieBud521: No @MegynKelly tonight!  I can't stand her hatred and bias against Trump! @SeanHannity https://t.co/4QJC1ll74U
Pell48,twitter,0.3296,0.214,0.614,0.172,RT @RosieBud521: No @MegynKelly tonight!  I can't stand her hatred and bias against Trump! @SeanHannity https://t.co/4QJC1ll74U
truenorth_eh,tamaraleighllc,0.4019,0.0,0.828,0.172,RT @tamaraleighllc: Yes I did  VOTED #Trump  #ElectionDay #WI #Wisconsin #MAGA #NeverHillary @AmericaFirst #DrainTheSwamp #WomenForT
mr_burton23,RawStory,0.2732,0.0,0.851,0.149,RT @RawStory: Trump supporter pepper sprays voter at Florida polling location https://t.co/AMzlOGiAPE https://t.co/pwXo7rftEI
mr_burton23,rawstory,0.2732,0.0,0.851,0.149,RT @RawStory: Trump supporter pepper sprays voter at Florida polling location https://t.co/AMzlOGiAPE https://t.co/pwXo7rftEI
louulevv1,evrydayfeminism,0.5994,0.0,0.671,0.329,Dear White America: You Are All Responsible for Trump https://t.co/39y18LV26z via @evrydayfeminism
louulevv1,everydayfeminism,0.5994,0.0,0.671,0.329,Dear White America: You Are All Responsible for Trump https://t.co/39y18LV26z via @evrydayfeminism
nicholas51,newsmax,0.0,0.0,1.0,0.0,"RT @newsmax: With 1% of the vote in for Kentucky, Trump is holding a steady lead over Hillary Clinton. #ElectionNight #myvote2016 https://t"
nicholas51,,0.0,0.0,1.0,0.0,"RT @newsmax: With 1% of the vote in for Kentucky, Trump is holding a steady lead over Hillary Clinton. #ElectionNight #myvote2016 https://t"
cmrose999,VoteStand,0.0,0.0,1.0,0.0,"RT @VoteStand: Tucson, AZ: ""Tucson poll workers telling a Hispanic woman (my wife) that she would be deported if she voted for Trump."""
myecoll,NaYaKnoMi,-0.1779,0.086,0.914,0.0,"RT @NaYaKnoMi: i can't believe people are actually voting for trump. seriously, it is happening... they're voting for a clinically certifie"
tlynn561,kayleighmcenany,0.0,0.0,1.0,0.0,RT @kayleighmcenany: Evening voters could determine this election - you still have time to go vote Trump!!!  #ElectionNight
WilliamSDraper,JRehling,0.4939,0.08,0.725,0.196,RT @JRehling: When is Obama supposed to take everyone's guns and impose Islamic law? The people supporting Trump now promised us that 4 and
feltonewt,souljaboy,-0.5719,0.493,0.19,0.318,RT @souljaboy: I hope Hillary win fuck trump stupid ass
lilaustin110,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
blurrygambino,twitter,0.128,0.169,0.635,0.196,When you realize that we're screwed if trump or Hillary wins the election https://t.co/5ULRBFJVIR
courtalexandra_,JuiceTha56,0.168,0.0,0.927,0.073,RT @JuiceTha56: Will Hillary make pants suits mandatory? Will Trump build a wall on Mexicos border? Find out tomorrow on the season fin
punksandwitch,bernorjill,0.707,0.124,0.473,0.402,"RT @bernorjill: Dear Clinton Supporter, I Don't Care If You're Afraid Of A Trump Win https://t.co/GVmxpbqkEF"
punksandwitch,progressivearmy,0.707,0.124,0.473,0.402,"RT @bernorjill: Dear Clinton Supporter, I Don't Care If You're Afraid Of A Trump Win https://t.co/GVmxpbqkEF"
Activeviii,FrankLuntz,-0.1027,0.055,0.945,0.0,RT @FrankLuntz: The turnout in Democratic Philadelphia is so high that it's hard to see Trump overcoming it in the rest of the state.  #Ele
welzZalia,mitchellvii,0.0,0.0,1.0,0.0,RT @mitchellvii: The fact leads are so large in  KY and IN makes me think Trump is getting monster vote and dem crossovers.
CiroacardenasA,nytimes,0.1098,0.177,0.633,0.19,"RT @nytimes: ""If we don't win, this will be the single greatest waste of time, energy and money in my life,"" Donald Trump said https://t.co"
CiroacardenasA,t,0.1098,0.177,0.633,0.19,"RT @nytimes: ""If we don't win, this will be the single greatest waste of time, energy and money in my life,"" Donald Trump said https://t.co"
steve2blue4u,JaredWyand,0.8481,0.0,0.495,0.505,@JaredWyand not a New England or Brady fan but glad 2 c them support Trump
BBCARKING,mitchellvii,0.0,0.0,1.0,0.0,RT @mitchellvii: The fact leads are so large in  KY and IN makes me think Trump is getting monster vote and dem crossovers.
ColdestCorazon,MostDopeSince94,0.0772,0.0,0.915,0.085,RT @MostDopeSince94: i don't understand how you can be a minority n still want to vote for trump...
sargentolipton,_carolineotoole,0.6597,0.0,0.787,0.213,"RT @_carolineotoole: If you vote Trump tomorrow, make sure explain to your gay, trans, female, black, Latina/o, and Muslim friends why they"
hlewissss,_carolineotoole,0.6597,0.0,0.787,0.213,"RT @_carolineotoole: If you vote Trump tomorrow, make sure explain to your gay, trans, female, black, Latina/o, and Muslim friends why they"
chelseajae1103,jcrum417,0.2023,0.0,0.921,0.079,@jcrum417 @AffinityxD @DrJillStein the elite are the people in power. Both government and market. And Hilary and trump are playing both side
NoelleTMD,trump_woman,0.4199,0.0,0.787,0.213,RT @trump_woman: 10-Foot-Tall TRUMP! Letters Greet Los Angeles Highway 101 Freeway Commuters https://t.co/0OZz0U1vpb via @trump_woman #Ca
NoelleTMD,losangeles,0.4199,0.0,0.787,0.213,RT @trump_woman: 10-Foot-Tall TRUMP! Letters Greet Los Angeles Highway 101 Freeway Commuters https://t.co/0OZz0U1vpb via @trump_woman #Ca
lonireeder,ClaireB20164206,0.0,0.0,1.0,0.0,@ClaireB20164206 Trump voters believe they'll all get a new doublewide &amp; a case of beer if they vote 4 him! (remodeled outhouses too!) 
AveEuropa,mitchellvii,0.8176,0.0,0.694,0.306,"RT @mitchellvii: In numerous exits, people said they most wanted a change candidate. Trump wins on change 82-12%  Wow. https://t.co/shd8wGO"
AveEuropa,t,0.8176,0.0,0.694,0.306,"RT @mitchellvii: In numerous exits, people said they most wanted a change candidate. Trump wins on change 82-12%  Wow. https://t.co/shd8wGO"
JehseaLynn,JuddLegum,-0.1027,0.128,0.765,0.107,RT @JuddLegum: Trump black outreach strategy:1. Your lives are miserable2. You have nothing to lose3. Beyonc sucks
skorpyos,TeaPartyCat,-0.547,0.22,0.714,0.066,"RT @TeaPartyCat: It's not fair to call all Trump's supporters racist and sexist. Some are racist, some are sexist, but not all of them are"
dr3am_ch4sing,BernieSanders,-0.7351,0.396,0.478,0.126,RT @BernieSanders: I hope today we defeat Donald Trump and we defeat him badly. https://t.co/8ttsSwcsnl https://t.co/4Q1JDdglhV
dr3am_ch4sing,iwillvote,-0.7351,0.396,0.478,0.126,RT @BernieSanders: I hope today we defeat Donald Trump and we defeat him badly. https://t.co/8ttsSwcsnl https://t.co/4Q1JDdglhV
Zackdjohnson1,Milbank,0.3612,0.06,0.815,0.124,RT @Milbank: They built a cash bar at Trump election night party-- and his supporters are going to pay for it. https://t.co/X18u0HieSN
Zackdjohnson1,twitter,0.3612,0.06,0.815,0.124,RT @Milbank: They built a cash bar at Trump election night party-- and his supporters are going to pay for it. https://t.co/X18u0HieSN
tashaaamay,LouisePentland,0.4926,0.0,0.856,0.144,"RT @LouisePentland: Going to bed. When I wake up, Trump better not be the President or I'm going back to sleep!"
FosterNeegreen,pchowder,-0.7506,0.262,0.738,0.0,RT @pchowder: understand why #Trump is pissed off at #GOP-drove past NHGOP headquarters a dozen people holding #KellyAyotte signs- no one e
StarmanRock,LouDobbs,0.6249,0.0,0.683,0.317,@LouDobbs @kimguilfoyle @EdRollins @mgoodwin_nypost @tony4ny @lh_carter will do. We want watch Trump win
mental_nigella_,discokidnap,0.0,0.0,1.0,0.0,RT @discokidnap: Bet Sunderland votes for Trump.
riddlepots,BernieSanders,-0.7351,0.396,0.478,0.126,RT @BernieSanders: I hope today we defeat Donald Trump and we defeat him badly. https://t.co/8ttsSwcsnl https://t.co/4Q1JDdglhV
riddlepots,iwillvote,-0.7351,0.396,0.478,0.126,RT @BernieSanders: I hope today we defeat Donald Trump and we defeat him badly. https://t.co/8ttsSwcsnl https://t.co/4Q1JDdglhV
nordicscripts,hrtablaze,0.5399,0.0,0.868,0.132,RT @hrtablaze: CNN reporting that there is record breaking turnout! That is good news for the Trump Train ! First Exit Poll comes out short
TherealMelHall,terrie_ralston,0.0,0.0,1.0,0.0,RT @terrie_ralston: We voted Trump!  #FoxNews2016
prairiepoultry,CBSEveningNews,0.6705,0.0,0.766,0.234,"@CBSEveningNews  Nice job of portraying only Trump as the ""deplorable"" candidate in your special. Clinton deserves some of that ""limelight """
DrThomasPaul,DrThomasPaul,-0.1531,0.164,0.701,0.136,"RT @DrThomasPaul: .@HillarysAmerica is one of division, crime, #pharma &amp; riots.It's good for corrupt #BigBusiness.#gmo #Hillary #Trumphttp"
JohnRCurtis,LordAshcroft,0.0,0.0,1.0,0.0,RT @LordAshcroft: Early US exit polls. Georgia Trump +3. Virginia Clinton+8. N. Carolina Clinton+2. Ohio Tie. Florida Clinton +2. New Hamps
Friday_Everyday,CryingJordan,0.0,0.0,1.0,0.0,RT @CryingJordan: A Donald Trump cake being wheeled into Trump Tower #ElectionDay https://t.co/9kVYIKgZ5d
Friday_Everyday,twitter,0.0,0.0,1.0,0.0,RT @CryingJordan: A Donald Trump cake being wheeled into Trump Tower #ElectionDay https://t.co/9kVYIKgZ5d
enfingercolton2,mitchellvii,0.4404,0.0,0.805,0.195,"RT @mitchellvii: Trump leads IND 72-25.  Good Lord people, something is happening here."
BeatsBy777,UglyGod,-0.5106,0.121,0.879,0.0,RT @UglyGod: It means yall shoulda fuckin listened &amp; kept Bernie Sanders as an option cause now we all look dumb af choosing between Hillar
lwtsheeran,pettyblackgirI,-0.3612,0.258,0.569,0.174,"RT @pettyblackgirI: After Trump loses tonight, hopefully we'll get more pictures of white ppl crying like they did after Mitt Romney lost t"
McMystie,twitter,0.0,0.0,1.0,0.0,#FoxNews2016 #Election2016 #MAGA Our 6 year old voted Trump! https://t.co/Y1TOR9Cr3v
LVJudy89128,DonaldJTrumpJr,0.7906,0.0,0.75,0.25,RT @DonaldJTrumpJr: FINAL PUSH!Lets RT THIS TO A TRUMP VICTORY!RT if you want to see TRUMP WIN TONIGHT! #MAGA Not too late to vote! G
Maddman1212,IngrahamAngle,0.0,0.0,1.0,0.0,RT @IngrahamAngle: WATCH: @LifeZette is live streaming Donald Trump's remarks now in New York City!Tune in here: https://t.co/6jQdTt7iQm
Maddman1212,lifezette,0.0,0.0,1.0,0.0,RT @IngrahamAngle: WATCH: @LifeZette is live streaming Donald Trump's remarks now in New York City!Tune in here: https://t.co/6jQdTt7iQm
jbisrael,igorbobic,-0.4588,0.167,0.833,0.0,"RT @igorbobic: NV judge calls Trump campaign request to preserve poll data in Clark County offensive"""
Sublyminal12,mitchellvii,0.0,0.0,1.0,0.0,RT @mitchellvii: The fact leads are so large in  KY and IN makes me think Trump is getting monster vote and dem crossovers.
celiaj02,GartrellLinda,0.2714,0.0,0.905,0.095,RT @GartrellLinda: Important! RTGET OUT THERE &amp; VOTE TRUMPSTERSVERY TIGHT in Florida panhandle. Call everyone you know to get those Trump
rapidcraft,realDonaldTrump,-0.4215,0.219,0.781,0.0,"Report: Voter Intimidation in Philly, @realDonaldTrump Observers Kicked Out https://t.co/jqoZLU0INP @Phillydotcom"
rapidcraft,infowars,-0.4215,0.219,0.781,0.0,"Report: Voter Intimidation in Philly, @realDonaldTrump Observers Kicked Out https://t.co/jqoZLU0INP @Phillydotcom"
sheacollagen,uniqueprophet,0.0258,0.153,0.691,0.157,"RT @uniqueprophet: OOPS @realDonaldTrump, @trump TRUMP SUPPORTERS, WE HAVE ENDURED TOO MUCH STRESS, EMOTION,EFFORT,DON'T LET LEFT SCUM STEA"
APOYODECHILE,mitchellvii,0.2177,0.137,0.684,0.179,RT @mitchellvii: So was Trump winning CO and conveniently every voting machine in the state broke?
cowboycoffee,MadelnCanada,0.0,0.0,1.0,0.0,RT @MadelnCanada: #MeanwhileInCanada if Trump wins.. #ElectionNight https://t.co/MzLXBdjcXh
cowboycoffee,twitter,0.0,0.0,1.0,0.0,RT @MadelnCanada: #MeanwhileInCanada if Trump wins.. #ElectionNight https://t.co/MzLXBdjcXh
ruthe_susan,Wil_Johnson1,0.0,0.0,1.0,0.0,"RT @Wil_Johnson1: In Kentucky and Indiana with just a little over 3% reporting, Trump is getting 2-1 votes over Hillary https://t.co/4wCD0Q"
ruthe_susan,t,0.0,0.0,1.0,0.0,"RT @Wil_Johnson1: In Kentucky and Indiana with just a little over 3% reporting, Trump is getting 2-1 votes over Hillary https://t.co/4wCD0Q"
cnsltngmexican,Bill_Nye_Tho,0.4404,0.0,0.838,0.162,RT @Bill_Nye_Tho: rt if u think this tiny squid would be a better president than donald trump https://t.co/3zdz5DNTB5
cnsltngmexican,twitter,0.4404,0.0,0.838,0.162,RT @Bill_Nye_Tho: rt if u think this tiny squid would be a better president than donald trump https://t.co/3zdz5DNTB5
BurrRobson,Trump_Videos,-0.5423,0.22,0.78,0.0,@Trump_Videos No loss in my opinion. She should have been born in the USSR and headed the KGB.
OneLoveManUtd,Deadspin,0.0,0.0,1.0,0.0,RT @Deadspin: The Trump campaign wants to make names of Nevada poll workers public. Judge's response: https://t.co/tes99IMbbH
OneLoveManUtd,twitter,0.0,0.0,1.0,0.0,RT @Deadspin: The Trump campaign wants to make names of Nevada poll workers public. Judge's response: https://t.co/tes99IMbbH
atf13atf,souljaboy,-0.5719,0.493,0.19,0.318,RT @souljaboy: I hope Hillary win fuck trump stupid ass
Cheddabob101,RubenAbeyta,-0.8625,0.591,0.303,0.106,"@RubenAbeyta no you offended me Fuck you, you racist trump supporter"
TwinParasite,Milbank,0.3612,0.06,0.815,0.124,RT @Milbank: They built a cash bar at Trump election night party-- and his supporters are going to pay for it. https://t.co/X18u0HieSN
TwinParasite,twitter,0.3612,0.06,0.815,0.124,RT @Milbank: They built a cash bar at Trump election night party-- and his supporters are going to pay for it. https://t.co/X18u0HieSN
bIanceclare,pearlwillam,0.4404,0.0,0.847,0.153,RT @pearlwillam: @CeeJayCraig i would've aborted them if i knew they were gonna grow up to be trump supporters
billybudd16,renata_piranha,-0.7339,0.27,0.73,0.0,RT @renata_piranha: @jornalnacional @realDonaldTrump  BREAKING:MachineRefuses toAllow VoteFor Trump in Pennsylvania!!RT the hell out of it
Lydon93,BtheHill,0.4588,0.115,0.673,0.212,"RT @BtheHill: I hope if Trump wins his first words of his inaugural speech are going to be ""You're Fired"" with a finger pointed directly at"
keluttcu,YoungDems4Trump,0.2023,0.141,0.68,0.18,RT @YoungDems4Trump: if you are still undecided:Trump loves America.Hillary hates Americans.The choice is simple and clear.#myvote20
dougsmith1946,mitchellvii,0.0,0.0,1.0,0.0,"RT @mitchellvii: In the two FL counties I've been following, Trump is DRAMATICALLY outperforming Obama from 2012."
JoCastiglione,Trumpocrats,0.0,0.0,1.0,0.0,RT @Trumpocrats: Reuters showing a surge #ElectionDay #ElectionNight #DrainTheSwamp #MAGA3X #LANDSLIDE #PodestaEmails #Trump https://t.co/A
JoCastiglione,amandeep,0.0,0.0,1.0,0.0,RT @Trumpocrats: Reuters showing a surge #ElectionDay #ElectionNight #DrainTheSwamp #MAGA3X #LANDSLIDE #PodestaEmails #Trump https://t.co/A
katherinems00,MadelnCanada,0.0,0.0,1.0,0.0,RT @MadelnCanada: #MeanwhileInCanada if Trump wins.. #ElectionNight https://t.co/MzLXBdjcXh
katherinems00,twitter,0.0,0.0,1.0,0.0,RT @MadelnCanada: #MeanwhileInCanada if Trump wins.. #ElectionNight https://t.co/MzLXBdjcXh
natalieeeemary,Y2SHAF,0.6597,0.076,0.694,0.229,RT @Y2SHAF: If Donald Trump wins the presidency with no background in politics I shouldn't have to graduate university to get a good job in
bmcpa85,GovMikeHuckabee,-0.0516,0.059,0.941,0.0,"RT @GovMikeHuckabee: I personally know both candidates;Have for years; Not hard choice. Neither are perfect-nor am I, but voted Trump w/o h"
KennethClayden,LukeIsNotSexy,0.25,0.0,0.92,0.08,"@LukeIsNotSexy Not the time for jokes, Luke, we could be looking at a Trump presidency if a few people (I don't know the actual figure) did"
TonyTalbo,oreillyfactor,0.0,0.0,1.0,0.0,Rigging #176 Broward #RiggedSystem #TRUMP #TrumpPence16 #draintheswamp #MAGA #TrumpTrain @oreillyfactor https://t.co/e4nsdBlWMq
TonyTalbo,twitter,0.0,0.0,1.0,0.0,Rigging #176 Broward #RiggedSystem #TRUMP #TrumpPence16 #draintheswamp #MAGA #TrumpTrain @oreillyfactor https://t.co/e4nsdBlWMq
AnonBruja,nealrogers,-0.4981,0.123,0.877,0.0,RT @nealrogers: Trump says Tom Brady told him hed voted for him. Brady says he hasnt voted yet; wife Gisele Bundchen answers NO! https:
MonaBuckmiller,BetteMidler,-0.5852,0.256,0.744,0.0,RT @BetteMidler: I guess the Trump men don't really trust their wives!!! https://t.co/E2Vyz2V0fp
MonaBuckmiller,twitter,-0.5852,0.256,0.744,0.0,RT @BetteMidler: I guess the Trump men don't really trust their wives!!! https://t.co/E2Vyz2V0fp
Teressastone4,joelpollak,0.4019,0.0,0.838,0.162,RT @joelpollak: Trump Fans Sing Star-Spangled Banner in Front of Victory Party https://t.co/wVlNFT9hzp via @BreitbartNews
Teressastone4,breitbart,0.4019,0.0,0.838,0.162,RT @joelpollak: Trump Fans Sing Star-Spangled Banner in Front of Victory Party https://t.co/wVlNFT9hzp via @BreitbartNews
dangstephen2sa1,cook_jengle,0.0,0.0,1.0,0.0,RT @cook_jengle: #Election2016 Voted for Trump! https://t.co/n2YXWve3qm
dangstephen2sa1,twitter,0.0,0.0,1.0,0.0,RT @cook_jengle: #Election2016 Voted for Trump! https://t.co/n2YXWve3qm
Tutoanana,SteveRattner,-0.0258,0.152,0.702,0.146,RT @SteveRattner: Exit polls: border wall54% oppose 40% supportLooks like a losing issue for Trump#Election2016
F_kFlyImFashion,Iemonade,0.3939,0.0,0.84,0.16,"RT @Iemonade: trump voters in the hive ?? come up to the mic, please. https://t.co/AuT29iQLe2"
F_kFlyImFashion,twitter,0.3939,0.0,0.84,0.16,"RT @Iemonade: trump voters in the hive ?? come up to the mic, please. https://t.co/AuT29iQLe2"
tabykinz,theyearofelan,-0.6566,0.196,0.804,0.0,RT @theyearofelan: Wouldn't it be amazing if Trump lost New York by one vote because his son illegally took a photo of his completed ballot
MarioHazelwood,ZachAJacobson,0.8625,0.0,0.676,0.324,"RT @ZachAJacobson: Yes, I voted Hillary. You voted Trump? Nice. Won't change how I, or anybody else should view you. Great thing about Amer"
OneTrump4All,IngrahamAngle,0.0,0.0,1.0,0.0,RT @IngrahamAngle: WATCH: @LifeZette is live streaming Donald Trump's remarks now in New York City!Tune in here: https://t.co/6jQdTt7iQm
OneTrump4All,lifezette,0.0,0.0,1.0,0.0,RT @IngrahamAngle: WATCH: @LifeZette is live streaming Donald Trump's remarks now in New York City!Tune in here: https://t.co/6jQdTt7iQm
LESTERHICKEYS,boreanazs,-0.0191,0.097,0.903,0.0,RT @boreanazs: hillary and trump will never reach this level  https://t.co/H5WvbUT7ab
LESTERHICKEYS,vine,-0.0191,0.097,0.903,0.0,RT @boreanazs: hillary and trump will never reach this level  https://t.co/H5WvbUT7ab
kLodeserto,mitchellvii,0.2177,0.137,0.684,0.179,RT @mitchellvii: So was Trump winning CO and conveniently every voting machine in the state broke?
naezzy_,heartless_haze,-0.1027,0.195,0.632,0.172,RT @heartless_haze: Whoever voted for Trump is honestly as stupid as he is
UnitedBrews,EireKav,0.0,0.0,1.0,0.0,RT @EireKav: Kentucky get out and VOTE Trump. This might be BS to make you believe its in the bag. It is NOT until everyone who can votes f
SergiosWisdom,AmericasVoice,-0.2023,0.094,0.848,0.058,RT @AmericasVoice: BREAKING: National exit poll number for Latino Voters from @LatinoDecisions: Clinton 79 - Trump 18. New low for GOP. Sam
Jakelopz17,CBSNews,0.0,0.0,1.0,0.0,"RT @CBSNews: If Donald Trump were elected, this is how he would impact your taxes. https://t.co/T49gkrVAlv"
Jakelopz17,twitter,0.0,0.0,1.0,0.0,"RT @CBSNews: If Donald Trump were elected, this is how he would impact your taxes. https://t.co/T49gkrVAlv"
1blessedbee,healthandcents,-0.41,0.215,0.671,0.113,"RT @healthandcents: @payao1a1 ABSOLUTE TRUTH. If #Trump does not win this, we will never have free election again. #Globalists will control"
AshtonLigan,KayleePages,0.5499,0.0,0.785,0.215,"@KayleePages but many wish trump can just be shot already, it was already attempted"
