User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
intl_traveller,davidfrum,0.7351,0.0,0.754,0.246,"RT @davidfrum: US intelligence community: Russia acted to install Trump. 18 months from now, there wont be a US intelligence community wor"
AnonBruja,McClatchyDC,0.5859,0.0,0.826,0.174,"RT @McClatchyDC: Since his election win, Trump has talked to Putin more than any other world leader https://t.co/mLBJ0589N3 https://t.co/QN"
AnonBruja,mcclatchydc,0.5859,0.0,0.826,0.174,"RT @McClatchyDC: Since his election win, Trump has talked to Putin more than any other world leader https://t.co/mLBJ0589N3 https://t.co/QN"
eloinformada,franchosa,0.0,0.0,1.0,0.0,RT @franchosa: Empiezo a entender por qu gan Trump https://t.co/OhmRp3ubzc
eloinformada,twitter,0.0,0.0,1.0,0.0,RT @franchosa: Empiezo a entender por qu gan Trump https://t.co/OhmRp3ubzc
FactorsTalcott,yojudenz,0.6808,0.0,0.752,0.248,RT @yojudenz: Trump Is Planning on Giving Up a Presidential Luxury to Save 'Out of Control' Cost to Taxpayers https://t.co/HDaiBi20jR
FactorsTalcott,ijr,0.6808,0.0,0.752,0.248,RT @yojudenz: Trump Is Planning on Giving Up a Presidential Luxury to Save 'Out of Control' Cost to Taxpayers https://t.co/HDaiBi20jR
KarmaKittySays,V_of_Europe,-0.0772,0.253,0.553,0.194,RT @V_of_Europe: Trump: Democrats Just Suffered One of Greatest Defeats in History of Politics  https://t.co/L255CE0Kjp
KarmaKittySays,thegatewaypundit,-0.0772,0.253,0.553,0.194,RT @V_of_Europe: Trump: Democrats Just Suffered One of Greatest Defeats in History of Politics  https://t.co/L255CE0Kjp
OldBarbedWire,twitter,0.0,0.0,1.0,0.0,We hang on your every tweet Mr. Trump. https://t.co/GBkGFsCEco
gisellegrenier,cjcmichel,0.0,0.0,1.0,0.0,"RT @cjcmichel: Wife of Richard Spencer, alt-right figurehead, has translated writings of Alexander Dugin: https://t.co/x9jh55bO2V"
gisellegrenier,motherjones,0.0,0.0,1.0,0.0,"RT @cjcmichel: Wife of Richard Spencer, alt-right figurehead, has translated writings of Alexander Dugin: https://t.co/x9jh55bO2V"
EVIL_DAESH,dailystar,-0.8625,0.389,0.521,0.09,#US #China war is coming: World War 3 threat as China promises more nukes to 'prepare' https://t.co/ed43wPZcrR #WorldWar3 #NuclearWar #USA
KRCSmith62,MrDane1982,-0.25,0.14,0.755,0.104,RT @MrDane1982: At this point you look un-American while supporting Russia war with America. Donald Trump works for Putin not with him. htt
BourneInTexas,MagicRoyalty,0.2942,0.0,0.905,0.095,"RT @MagicRoyalty: On election night, Trump offered to buy Hillary's $7 million dollars worth of fireworks for 5 cents on the dollar! http"
AlwaysAgnew,abbydphillip,-0.3724,0.118,0.882,0.0,"RT @abbydphillip: Trump on Fox News Sunday says he doesn't need daily intelligence briefings as POTUS because he's ""smart"" https://t.co/OUi"
AlwaysAgnew,t,-0.3724,0.118,0.882,0.0,"RT @abbydphillip: Trump on Fox News Sunday says he doesn't need daily intelligence briefings as POTUS because he's ""smart"" https://t.co/OUi"
RickySi16087724,shannonsbeau,0.6369,0.0,0.785,0.215,@shannonsbeau  I sure hope Trump watches His back side He's uncovering corruption that we would never of known if not for Him
baumsche,msn,-0.743,0.412,0.588,0.0,"Before Trump, there was a Muslim registry. It caught no terrorists https://t.co/QXHn9of1Gy"
Sciencereport36,itechpost,0.0772,0.0,0.894,0.106,What Future Awaits The Science Department Under Trump Administration? - iTech Post https://t.co/d5nbMFZTmx
B_Zamacona,reforma,-0.34,0.13,0.87,0.0,La comunidad de inteligencia de EU se alarm ante los comentarios y el rechazo de Donald Trump https://t.co/P7BzK25ytM
Zelidasquare,vermaak_martin,-0.6454,0.193,0.807,0.0,RT @vermaak_martin: @mitchellvii They have to stay the course as they have no choice If Trump did not win The media would start operating
rprez2012,FoxNewsSunday,0.8625,0.0,0.676,0.324,RT @FoxNewsSunday: We hope you enjoyed the show today w/ President-elect Trump as he spoke in his first Sunday show interview since winning
NickRiccardi,TimOBrien,0.296,0.109,0.698,0.194,"RT @TimOBrien: We're now in the era of a PEOTUS who dismisses facts, routinely lies, and creates false realities for supporters: https://t."
NickRiccardi,,0.296,0.109,0.698,0.194,"RT @TimOBrien: We're now in the era of a PEOTUS who dismisses facts, routinely lies, and creates false realities for supporters: https://t."
MoMeldrum,kurteichenwald,0.2263,0.087,0.791,0.123,"RT @kurteichenwald: Trump's approval rating now lower than all PRESIDENT averages except for 2nd term of Truman, Nixon and GW Bush. Unprece"
zwwwara,amjoyshow,-0.4404,0.132,0.868,0.0,"RT @amjoyshow: Scott Dworkin (@FUNDER) started #TrumpLeaks documenting hundreds of Trump's Russian ties, which the #FBI has denied or not r"
mile_high_33,AndNowIWrite,0.3834,0.057,0.828,0.115,@AndNowIWrite how would you know when it's been your type in charge for last 8 yrs. trump will save this country and u idiots won't admit it
matometrump,trump,0.0,0.0,1.0,0.0,   livedoor https://t.co/qbstkpUtD1
Mr_Zues_1,DavidCornDC,0.6705,0.0,0.732,0.268,"@DavidCornDC A thought: Alec Baldwin,as trump,does intelligence briefings on SNL.trump will think he's giving the briefings to himself."
donkosin,kurteichenwald,0.0,0.0,1.0,0.0,"RT @kurteichenwald: When Obama used Dijon mustard, Fox attackd him 4 not using yellow mustrd (true) Yet they shrug when Trump says doesnt n"
Kirstycat1209,GusSent,0.6908,0.0,0.801,0.199,"RT @GusSent: Now calculate the value of all the free, excessive airtime for Trump by tv media--and realize the money was spent, just not by"
GalinaGalanos,bennydiego,0.0772,0.13,0.725,0.145,"RT @bennydiego: ""Nobody really knows"" except the entire scientific community. His ignorance is astounding. #climatechange https://t.co/f2yp"
GalinaGalanos,t,0.0772,0.13,0.725,0.145,"RT @bennydiego: ""Nobody really knows"" except the entire scientific community. His ignorance is astounding. #climatechange https://t.co/f2yp"
LKuehn4,kurteichenwald,0.5574,0.0,0.847,0.153,"RT @kurteichenwald: If Trump started getting praise 4  appointments from ISIS, do you think Fox News would start running stories about how"
KohenBrady,FoxNewsSunday,0.8625,0.0,0.676,0.324,RT @FoxNewsSunday: We hope you enjoyed the show today w/ President-elect Trump as he spoke in his first Sunday show interview since winning
FilistineNow,nytimes,0.0,0.0,1.0,0.0,"#MedioOriente Boeing Seeks to Sell Planes to Iran, and the Deal to Trump https://t.co/2zRKNnIW6c #NYTIMES"
bluedevildavey,IslamismMap,-0.4215,0.177,0.823,0.0,"RT @IslamismMap: #MuslimBrotherhood's CAIR (https://t.co/TEMgYRfHfu) fears @GenFlynn, bc he believes #Islamism is existential threathttps:"
bluedevildavey,islamism-map,-0.4215,0.177,0.823,0.0,"RT @IslamismMap: #MuslimBrotherhood's CAIR (https://t.co/TEMgYRfHfu) fears @GenFlynn, bc he believes #Islamism is existential threathttps:"
CoryKCrabtree,thehill,-0.4201,0.202,0.798,0.0,"RT @thehill: Biden: Trump ran ""most vicious"" campaign I've ever seenhttps://t.co/60eCL3owHK https://t.co/rRCW6OVCmR"
CoryKCrabtree,twitter,-0.4201,0.202,0.798,0.0,"RT @thehill: Biden: Trump ran ""most vicious"" campaign I've ever seenhttps://t.co/60eCL3owHK https://t.co/rRCW6OVCmR"
partynauseous27,EW,0.802,0.0,0.753,0.247,RT @EW: Do NOT tweet Donald Trump right now telling him that Alec Baldwin just won a #CriticsChoice award for his #SNL portrayal of him. 
NewsLycaness19,frankrichny,-0.1603,0.064,0.936,0.0,"RT @frankrichny: By holding back RNC emails, Putin didn't just help install Trump in White House but has means to blackmail GOP to do his b"
Old96er1,keithlaw,0.0,0.0,1.0,0.0,@keithlaw @jnpaquet I heard that Trump really does poop his pants though.
goffmania,Noahpinion,-0.6124,0.263,0.647,0.091,"RT @Noahpinion: Prediction: Trump will push hard to kill alternative energy technology. After all, Russia is a petrostate... https://t.co/f"
goffmania,twitter,-0.6124,0.263,0.647,0.091,"RT @Noahpinion: Prediction: Trump will push hard to kill alternative energy technology. After all, Russia is a petrostate... https://t.co/f"
a_hundred_tacks,mattyglesias,0.4019,0.109,0.628,0.264,RT @mattyglesias: Trump pretending to dislike the network that hired a special stable of relentlessly pro-Trump pundits is egregious https:
Fernasteady,NPR,0.0,0.0,1.0,0.0,"RT @NPR: NPR has independently confirmed the CIA's new assessment, which concludes that ""Russia was trying to tip the election to Trump."" h"
hwhlj321,BrettArends,0.5411,0.0,0.851,0.149,"RT @BrettArends: Hey, Netanyahu! If #Trump is such a friend of Jews, why does he hang out with Ann ""f---ing Jews"" Coulter?"
KimShirley123,pharris830,0.0,0.0,1.0,0.0,RT @pharris830: President Obama showing Trump around the Oval Office! https://t.co/pm8lVyGsFY
KimShirley123,twitter,0.0,0.0,1.0,0.0,RT @pharris830: President Obama showing Trump around the Oval Office! https://t.co/pm8lVyGsFY
StephanieMilli3,PrisonPlanet,-0.5574,0.261,0.739,0.0,RT @PrisonPlanet: Michael Moore: Something Crazy Could Happen to Stop Trump Becoming President - https://t.co/voVcYwLTJx https://t.co/WD0
StephanieMilli3,infowars,-0.5574,0.261,0.739,0.0,RT @PrisonPlanet: Michael Moore: Something Crazy Could Happen to Stop Trump Becoming President - https://t.co/voVcYwLTJx https://t.co/WD0
joh53293471,kurteichenwald,-0.128,0.181,0.7,0.119,RT @kurteichenwald: The intel briefings include critical information designed to keep our troops safe. It changes every day. Trump ignores
LE_Durfey,FT,0.34,0.0,0.882,0.118,"RT @FT: Trump puts four-decade old ""One China"" policy in play: Trumps position is you can trade anything  https://t.co/QEyRMK01nQ"
LE_Durfey,ft,0.34,0.0,0.882,0.118,"RT @FT: Trump puts four-decade old ""One China"" policy in play: Trumps position is you can trade anything  https://t.co/QEyRMK01nQ"
JLovrensky,sluggahjells,-0.5216,0.128,0.872,0.0,"RT @sluggahjells: In which Trump comes to the Army-Navy game, only to then diss the Army-Navy game about not having the ""best football."" ht"
Sciencesharenew,itechpost,0.0772,0.0,0.894,0.106,What Future Awaits The Science Department Under Trump Administration? - iTech Post https://t.co/VprQLvedXB
Patrioticgirl86,JrcheneyJohn,0.0,0.0,1.0,0.0,RT @JrcheneyJohn: The #FakeNews Media has been Neutered by Trump and they have become Irrelevant #TrumpEffect  https://t.co/8ArN8MrraK
Patrioticgirl86,twitter,0.0,0.0,1.0,0.0,RT @JrcheneyJohn: The #FakeNews Media has been Neutered by Trump and they have become Irrelevant #TrumpEffect  https://t.co/8ArN8MrraK
caitlinsloanx,charlymim,0.0,0.167,0.667,0.167,RT @charlymim: Why does my dad look like Donald Trump :-(  https://t.co/qRToKfj8q1
caitlinsloanx,twitter,0.0,0.167,0.667,0.167,RT @charlymim: Why does my dad look like Donald Trump :-(  https://t.co/qRToKfj8q1
KristaKaroFL,realDonaldTrump,0.3612,0.0,0.902,0.098,".@realDonaldTrump Trying to get Trump to read intel reports instead of watch tv, is like telling ur kids to do their homework on a weekend."
grandpooba5440,ActionTime,0.6739,0.0,0.799,0.201,RT @ActionTime: CIA: Russia Stole Presidency via Trump.US Electoral College Can WIN It Back #NotMyPresident #Resistance #Resist #RT https:/
grandpooba5440,,0.6739,0.0,0.799,0.201,RT @ActionTime: CIA: Russia Stole Presidency via Trump.US Electoral College Can WIN It Back #NotMyPresident #Resistance #Resist #RT https:/
agrippa550,LindaSuhler,-0.5423,0.22,0.78,0.0,RT @LindaSuhler: The Silent Majority STOOD with Donald J. Trump and we shocked the world.Never underestimate pissed-off Patriots.#Presid
evelinekipping,HuffingtonPost,0.0,0.0,1.0,0.0,"RT @HuffingtonPost: Trevor Noah still can't figure out why Donald Trump calls China ""Jina"" https://t.co/qV216LQLMv https://t.co/lI5LkfdFpu"
evelinekipping,m,0.0,0.0,1.0,0.0,"RT @HuffingtonPost: Trevor Noah still can't figure out why Donald Trump calls China ""Jina"" https://t.co/qV216LQLMv https://t.co/lI5LkfdFpu"
KroekerTony,tazie34,0.4466,0.0,0.827,0.173,RT @tazie34: Traitors John McCain and Lindsey Graham JOIN DEMOCRATS to DELEGITIMIZE President-Elect Trump https://t.co/a0SzOaW8mx
KroekerTony,truthfeed,0.4466,0.0,0.827,0.173,RT @tazie34: Traitors John McCain and Lindsey Graham JOIN DEMOCRATS to DELEGITIMIZE President-Elect Trump https://t.co/a0SzOaW8mx
ShawnMorse_,GrrrGraphics,0.0,0.0,1.0,0.0,RT @GrrrGraphics: New #BenGarrison #Cartoon #NewBroom #Trump #Maga Sweep away the dirt/ #FakeNews ! more cartoons at https://t.co/Oj98iIxEA
ShawnMorse_,t,0.0,0.0,1.0,0.0,RT @GrrrGraphics: New #BenGarrison #Cartoon #NewBroom #Trump #Maga Sweep away the dirt/ #FakeNews ! more cartoons at https://t.co/Oj98iIxEA
JkFlower60,seankent,0.9179,0.0,0.536,0.464,"RT @seankent: Trump voters, does this seem like a legit reason for skipping intelligence briefings? Does it inspire confidence?   https://t"
JkFlower60,,0.9179,0.0,0.536,0.464,"RT @seankent: Trump voters, does this seem like a legit reason for skipping intelligence briefings? Does it inspire confidence?   https://t"
oxfordtarheel,kurteichenwald,0.0,0.0,1.0,0.0,RT @kurteichenwald: We CANT be split lib/conserv or GOP/Dem over Russia hack issue. This is an American issue. Trump can prove he is indepe
FMAlchemist,BillMoyersHQ,-0.6808,0.239,0.761,0.0,RT @BillMoyersHQ: To #Trump from Bill Moyers &amp; @MichaelWinship: No bribes in the form of tax cuts for big business. No backdoor deals. http
Figment_Imagine,twitter,0.0,0.0,1.0,0.0,But he's a white male who fawns over tRump. https://t.co/j9aXeayRhT
martycoultas,sluggahjells,-0.5216,0.128,0.872,0.0,"RT @sluggahjells: In which Trump comes to the Army-Navy game, only to then diss the Army-Navy game about not having the ""best football."" ht"
Libertarian896,slone,-0.5267,0.127,0.833,0.04,"RT @slone: YOU McCain are a ""matter of concern"" to Trump voters. YOU are a globalist pig who has helped destroy the US and the world. ENOUG"
Espormibien,bessbell,0.0,0.0,1.0,0.0,@bessbell @realDonaldTrump real Americans voted Trump!!  Not #clintonstench
pianodiva11,ClimateCentral,0.0,0.0,1.0,0.0,"RT @ClimateCentral: Trump's pick to run the Interior Department, Cathy McMorris Rodgers, has an extreme anti-environment voting record ht"
oufenix,TheGnudz,0.0516,0.089,0.813,0.098,RT @TheGnudz: @RachieBabe079 Why do you people keep giving Trump a pass when he's actually doing the very things you falsely accused Clinto
JenRothe,kurteichenwald,0.7089,0.0,0.772,0.228,"RT @kurteichenwald: Trump says: So smart doesnt need daily intel briefings, knows more about ISIS than military, knows tax code better than"
razzleberry_e,mattdpearce,0.0,0.0,1.0,0.0,"RT @mattdpearce: Behold, the next four years of our lives: https://t.co/fxANTMHByO https://t.co/oDbqsZLMOX"
razzleberry_e,mobile,0.0,0.0,1.0,0.0,"RT @mattdpearce: Behold, the next four years of our lives: https://t.co/fxANTMHByO https://t.co/oDbqsZLMOX"
XMerc45,blaubok,0.47,0.096,0.652,0.252,RT @blaubok: When her election was 98% certain - Hillary assured Trump - the election isn't riggedWhen she lost - the election was rigged
TruthTeamOne,MrJamesonNeat,-0.4404,0.255,0.607,0.138,RT @MrJamesonNeat: US Justice Department: Prosecute Trump for illegal activities before the Dec. 19 Electoral College Vo... https://t.co/wv
TruthTeamOne,t,-0.4404,0.255,0.607,0.138,RT @MrJamesonNeat: US Justice Department: Prosecute Trump for illegal activities before the Dec. 19 Electoral College Vo... https://t.co/wv
georgebrown06,TheDailyEdge,-0.3612,0.181,0.7,0.119,RT @TheDailyEdge: I think Paul Ryan's enthusiasm for killing Medicare may be blinding him to some of Trump's flaws. https://t.co/ZfCi71ykKN
georgebrown06,twitter,-0.3612,0.181,0.7,0.119,RT @TheDailyEdge: I think Paul Ryan's enthusiasm for killing Medicare may be blinding him to some of Trump's flaws. https://t.co/ZfCi71ykKN
Aviationshare,usatoday,0.0,0.0,1.0,0.0,Jim Cramer: Boeing tweet confirms trump as negotiator-in - USA TODAY https://t.co/gnyTLFSkHH
testrssnews,bbc,0.0,0.0,1.0,0.0,Trump on Twitter https://t.co/XPBsNQ7pSt
NMatte33,youlivethrice,0.4926,0.0,0.715,0.285,"RT @youlivethrice: We're back, thanks to Trump! #MerryChristmas https://t.co/VltY2nTw7D"
NMatte33,twitter,0.4926,0.0,0.715,0.285,"RT @youlivethrice: We're back, thanks to Trump! #MerryChristmas https://t.co/VltY2nTw7D"
matometrump,trump,0.0,0.0,1.0,0.0,   https://t.co/zouJ8fejYz
PedroCo16889625,kurteichenwald,0.5574,0.0,0.847,0.153,"RT @kurteichenwald: If Trump started getting praise 4  appointments from ISIS, do you think Fox News would start running stories about how"
mharvey816,SeanMcElwee,0.6249,0.0,0.796,0.204,"RT @SeanMcElwee: Trump gave cabinet positions to 6 major donors, which is unprecedented. Great reporting from @mateagold. https://t.co/2w4v"
mharvey816,t,0.6249,0.0,0.796,0.204,"RT @SeanMcElwee: Trump gave cabinet positions to 6 major donors, which is unprecedented. Great reporting from @mateagold. https://t.co/2w4v"
jennifer4nm,kurteichenwald,0.7089,0.0,0.772,0.228,"RT @kurteichenwald: Trump says: So smart doesnt need daily intel briefings, knows more about ISIS than military, knows tax code better than"
cynthia_gail,Suthen_boy,-0.5106,0.155,0.845,0.0,"RT @Suthen_boy: Trump bashes CIA, dismisses Russian hacking report https://t.co/YQCXz2jSA3 He knows what corrupt liar O is pulling #tcot #p"
cynthia_gail,usatoday,-0.5106,0.155,0.845,0.0,"RT @Suthen_boy: Trump bashes CIA, dismisses Russian hacking report https://t.co/YQCXz2jSA3 He knows what corrupt liar O is pulling #tcot #p"
mrmarkplum,FoxNewsSunday,0.8625,0.0,0.676,0.324,RT @FoxNewsSunday: We hope you enjoyed the show today w/ President-elect Trump as he spoke in his first Sunday show interview since winning
TheRick35,bfraser747,0.7003,0.0,0.726,0.274,"RT @bfraser747: ""To say that the Russians would like 2 have Trump? Look, the Russians have been playing this administration like a fiddle"""
trump_woman,eggvatar,0.0,0.0,1.0,0.0,@eggvatar John Bolton is NOT in show biz so here's his Bio for your edification. Bolton is SOS Candidate for Trump. https://t.co/NZcdkkGq01
trump_woman,twitter,0.0,0.0,1.0,0.0,@eggvatar John Bolton is NOT in show biz so here's his Bio for your edification. Bolton is SOS Candidate for Trump. https://t.co/NZcdkkGq01
laurenm,EW,0.802,0.0,0.753,0.247,RT @EW: Do NOT tweet Donald Trump right now telling him that Alec Baldwin just won a #CriticsChoice award for his #SNL portrayal of him. 
thePoWer_RangeR,NBCNews,0.7579,0.0,0.698,0.302,"RT @NBCNews: CIA concludes Russia mounted covert operation to help Trump win, congressional official says https://t.co/hHlhMGJgwL https://t"
thePoWer_RangeR,nbcnews,0.7579,0.0,0.698,0.302,"RT @NBCNews: CIA concludes Russia mounted covert operation to help Trump win, congressional official says https://t.co/hHlhMGJgwL https://t"
LisaToddSutton,dwaynecobb,0.7096,0.0,0.781,0.219,RT @dwaynecobb: ....    So Russia gives election to Trump &amp; Russia gets Tillerson at State and Flynn as National Security Adviser as a bonus
JHSaunders,funder,0.0,0.0,1.0,0.0,RT @funder: Breaking:Trump started doing business in Taiwan in 2008 #TrumpLeaks#FridayFeeling #msnbc #cnn @JoyAnnReid @maddow @Lawrence @c
NateInPhilly,EW,0.802,0.0,0.753,0.247,RT @EW: Do NOT tweet Donald Trump right now telling him that Alec Baldwin just won a #CriticsChoice award for his #SNL portrayal of him. 
eNewsPR_DK,b,0.0,0.0,1.0,0.0,Donald Trump varsler opgr med USA's et-Kina-politik https://t.co/rYLsgKYXyA #nyheder #News
Isabel__Jones,RealRussBaker,0.4576,0.0,0.875,0.125,"RT @RealRussBaker: When even CIA and NSA think Trump and his Strangeloves are wacko, you know things are gonna get more interesting"
Web20watch,politico,0.0,0.0,1.0,0.0,Trump blasts NBC on Twitter - Politico https://t.co/yjrZ8ygjie
chuckbrixey,realDonaldTrump,-0.9349,0.461,0.475,0.064,@realDonaldTrump @NBCNightlyNews @CNN shut the fuck up Trump you piece of shit it sucks when they print the truth huh you lying bastard
thegranolamom,MMFlint,-0.4767,0.256,0.744,0.0,@MMFlint youtube riddled with fake comments on trump videos https://t.co/mXOPLfJCmb
thegranolamom,youtube,-0.4767,0.256,0.744,0.0,@MMFlint youtube riddled with fake comments on trump videos https://t.co/mXOPLfJCmb
ramsay_scott,YoungDems4Trump,0.0,0.0,1.0,0.0,"RT @YoungDems4Trump: Media: ""Trump's racist""""Trump's fascist""""Trump's sexist""""Trump's hitler""""Trump's a clown""""Trump's not serious"""""
TurnTNBlue,France4Hillary,0.0,0.0,1.0,0.0,RT @France4Hillary: Trump: 'Nobody really knows' if #ClimateChange is real. Um... Apart from every scientist who works on the subject?! Idi
LKuehn4,kurteichenwald,0.126,0.146,0.687,0.167,"RT @kurteichenwald: Putin staff consultant re: Trump choices: ""This is a fantastic team!""Remember when Romney said Russia biggest threat?"
pisannd5,kurteichenwald,0.0,0.0,1.0,0.0,"RT @kurteichenwald: When Obama used Dijon mustard, Fox attackd him 4 not using yellow mustrd (true) Yet they shrug when Trump says doesnt n"
pulpmarkets,bloomberg,-0.34,0.156,0.844,0.0,markets: RT business: Japan watches uneasily as Trump shakes up Taiwan-China relations https://t.co/nKcrVkG16N https://t.co/97oXvEhFa9
Dewblue1,TheDonaldNews,0.128,0.111,0.754,0.136,RT @TheDonaldNews: FBI Investigation Refutes CIA=&gt; Theres No Evidence Russia Tried to Help Trump https://t.co/lUPBb1wd0y #FoxNews #Tucker
Dewblue1,thegatewaypundit,0.128,0.111,0.754,0.136,RT @TheDonaldNews: FBI Investigation Refutes CIA=&gt; Theres No Evidence Russia Tried to Help Trump https://t.co/lUPBb1wd0y #FoxNews #Tucker
Adriene26,AriMelber,-0.7717,0.355,0.645,0.0,"RT @AriMelber: Trump previously criticized Obama for missing intel briefings - inaccurate at the time, hypocritical now: https://t.co/301NA"
Adriene26,t,-0.7717,0.355,0.645,0.0,"RT @AriMelber: Trump previously criticized Obama for missing intel briefings - inaccurate at the time, hypocritical now: https://t.co/301NA"
ibleedandstuff,Steven_Strauss,-0.128,0.067,0.933,0.0,RT @Steven_Strauss: Trump: Obama is a Kenyan MuslimFox: America needs to hear this CIA: Putin tried to rig election for Trump Fox: we c
RWNemanich,funder,-0.6808,0.248,0.752,0.0,"RT @funder: Breaking: We are filing complaints for treason tmrw on Trump, McConnell, Giuliani &amp; James Comey.#DworkinReport #TrumpLeaks Ru"
SkyLaser3,abctweet100,-0.7845,0.345,0.655,0.0,RT @abctweet100: Trump's Antagonistic Rhetoric Towards China is Dangerous-His Lack of Diplomacy Shows Inexperience &amp; Stupidity #News  https
plowman_robert,CarlBullock16,-0.5574,0.194,0.806,0.0,RT @CarlBullock16: Trump-Themed Star Wars Posters Featuring MILO Spotted Around Rogue One Premiere Area https://t.co/B34ZMfBMLX https://t
plowman_robert,breitbart,-0.5574,0.194,0.806,0.0,RT @CarlBullock16: Trump-Themed Star Wars Posters Featuring MILO Spotted Around Rogue One Premiere Area https://t.co/B34ZMfBMLX https://t
Synergism3,JuddLegum,0.4588,0.0,0.87,0.13,"RT @JuddLegum: 4. Bolton called it a ""false flag,"" which is a favorite term of InfoWars, the people who brought you pizzagate https://t.co/"
Synergism3,t,0.4588,0.0,0.87,0.13,"RT @JuddLegum: 4. Bolton called it a ""false flag,"" which is a favorite term of InfoWars, the people who brought you pizzagate https://t.co/"
thisischrisb,voxdotcom,-0.3252,0.163,0.837,0.0,Donald Trump is running the least popular transition in decades https://t.co/PQcc5AoQjL via @voxdotcom
thisischrisb,vox,-0.3252,0.163,0.837,0.0,Donald Trump is running the least popular transition in decades https://t.co/PQcc5AoQjL via @voxdotcom
LibbySwenson,swin24,-0.0572,0.055,0.945,0.0,"RT @swin24: Today, Trump says he doesnt want anyone hacking the U.S.In July, he called on Russia to hack the U.S. govt.https://t.co/"
EricBryan7,YouTube,0.3182,0.0,0.859,0.141,The Real Truth Behind The CIA Report Of Russian Hacking Electing Trump https://t.co/9BQBMwGGmP via @YouTube
