User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
dgraz007,hillaryclinton,0.0,0.0,1.0,0.0,RT @HillaryClinton: Everything weve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https
sunshinejilly45,YoungDems4Trump,-0.0258,0.14,0.725,0.135,RT @YoungDems4Trump: Hillary should be tried for Treason. Not run for the President of the United States.#ElectionDay#MyVote2016
MarioHazelwood,ZachAJacobson,0.8625,0.0,0.676,0.324,"RT @ZachAJacobson: Yes, I voted Hillary. You voted Trump? Nice. Won't change how I, or anybody else should view you. Great thing about Amer"
coolstuffbynawk,philsadelphia,0.7893,0.0,0.62,0.38,RT @philsadelphia: captain america voted for hillary so i think legally she should automatically win thank u https://t.co/cpkRZM1End
coolstuffbynawk,twitter,0.7893,0.0,0.62,0.38,RT @philsadelphia: captain america voted for hillary so i think legally she should automatically win thank u https://t.co/cpkRZM1End
LESTERHICKEYS,boreanazs,-0.0191,0.097,0.903,0.0,RT @boreanazs: hillary and trump will never reach this level  https://t.co/H5WvbUT7ab
LESTERHICKEYS,vine,-0.0191,0.097,0.903,0.0,RT @boreanazs: hillary and trump will never reach this level  https://t.co/H5WvbUT7ab
ninabautista,AFP,0.0,0.0,1.0,0.0,"RT @AFP: A large Hillary for America sign is displayed at the Jacob K. Javits Center in New York, where Clinton's #ElectionNight event is h"
carybaskin,2ALAW,-0.4404,0.231,0.602,0.167,"RT @2ALAW: It's truly a sad day in America when we dismiss all the corruption, voting fraud committed as ""just politics""#Hillary is disqu"
CDavidlynn,lifenews,0.8074,0.0,0.52,0.48,Hillary Clinton: I Want a Supreme Court Justice Who Will Uphold Unlimited Abortion https://t.co/UfgCOjWXzC
AMGR84,claireholt,0.0,0.0,1.0,0.0,@claireholt @elenaahh20 I VOTED FOR HILLARY!! I'AM WITH HER! VOTE GUYS!
kielymarie26,misheardhamilto,0.0,0.0,1.0,0.0,RT @misheardhamilto: and if you were to ask me who i'd promote?hillary has my vote #ElectionDay
Kahless_72,gerfingerpoken,-0.5106,0.202,0.798,0.0,RT @gerfingerpoken: Hillary Clinton's Failing Health a Real Concern https://t.co/OkDpwx6Jgf - #PJNET 999 - American Thinker - https://t.co/
Kahless_72,americanthinker,-0.5106,0.202,0.798,0.0,RT @gerfingerpoken: Hillary Clinton's Failing Health a Real Concern https://t.co/OkDpwx6Jgf - #PJNET 999 - American Thinker - https://t.co/
semperadlucum,cnn,-0.0018,0.108,0.784,0.108,"@cnn Dont worry u media made it very clear who u wanted as POTUS. Hillary is ur baby and u wanted to,protect her all the way."
KeepEmAccntable,weknowwhatsbest,0.8225,0.0,0.688,0.312,"RT @weknowwhatsbest: I wish Hillary's ""Our Kids Are Watching"" speech would have been followed by a lovely song from her #1 supporter Jay Z."
zuvysypemufyw,itegistry,0.5859,0.0,0.703,0.297,Hillary - https://t.co/J433FXzTyd Stock Market Is Leaning Toward a Hillary Clinton Win
natkovacevich,LifeAsRednecks,0.6124,0.0,0.773,0.227,RT @LifeAsRednecks: Votin for Hillary just because shes a woman is like drinkin antifreeze just because it looks like Gatorade.
jimmybelshe,DRUDGE_REPORT,0.0258,0.146,0.701,0.153,RT @DRUDGE_REPORT: VIDEO: CNN Reporter Shocked Female Voter Not Excited for Hillary... https://t.co/aZtk3j2TsN
jimmybelshe,businessinsider,0.0258,0.146,0.701,0.153,RT @DRUDGE_REPORT: VIDEO: CNN Reporter Shocked Female Voter Not Excited for Hillary... https://t.co/aZtk3j2TsN
bear_oyo,ProfessorF,0.8225,0.0,0.703,0.297,"RT @ProfessorF: Wow another example of Hillary's ""superior"" ground game. That's brilliant. Having election officials tell people who to vot"
gruvvywave,c0nvey,0.0,0.0,1.0,0.0,Hillary Clinton is privately against gay marriage https://t.co/vgWFzoErKT by #wikileaks via @c0nvey
gruvvywave,linkis,0.0,0.0,1.0,0.0,Hillary Clinton is privately against gay marriage https://t.co/vgWFzoErKT by #wikileaks via @c0nvey
LenahanChris,weknowwhatsbest,-0.3804,0.166,0.834,0.0,RT @weknowwhatsbest: Exit polling shows that Hillary has completely lost the 3rd trimester vote.
iamronaldpaul,KingsandLords,0.0,0.0,1.0,0.0,RT @KingsandLords: @Slate @votecastr @LilSteelerGirl @DebAlwaystrump @Kerri1111 TRUMP 52%HillARY 43%JOHNSON 3%UNDECITED 2%USA LANDSLID
ecwpunk81,HillaryforOH,0.0,0.0,1.0,0.0,RT @HillaryforOH: Ohio polls are open until 7:30pmfind your voting location at https://t.co/2otkpVPJlw and go cast your ballot for Hillary
ecwpunk81,iwillvote,0.0,0.0,1.0,0.0,RT @HillaryforOH: Ohio polls are open until 7:30pmfind your voting location at https://t.co/2otkpVPJlw and go cast your ballot for Hillary
chrgdup1973,DabneyPorte,-0.3818,0.126,0.874,0.0,RT @DabneyPorte: #ElectionNight #ExitPolls 45% who dislike both Trump and Hillary voted for TRUMP w only 27% choosing Hillary. WE A
iDreamRihanna,MTVstyle,0.0,0.0,1.0,0.0,RT @MTVstyle: Rihanna wore a t-shirt of HERSELF wearing a Hillary Clinton t-shirt because SHE IS THE STYLE ICON OUR NATION NEEDS:https://
iDreamRihanna,,0.0,0.0,1.0,0.0,RT @MTVstyle: Rihanna wore a t-shirt of HERSELF wearing a Hillary Clinton t-shirt because SHE IS THE STYLE ICON OUR NATION NEEDS:https://
allycook108,laneonme,0.7964,0.0,0.755,0.245,RT @laneonme: and if you vote hillary make sure you tell all your friends and family in the military that you support her &amp; what she did wi
patrickjalbino,JoyAnnReid,0.3182,0.0,0.887,0.113,RT @JoyAnnReid: Hillary Clinton being tied among white voters with a college degree is actually a huge swing toward Democrats. #ExitPolls
GJoelChury,mitchellvii,-0.1779,0.109,0.81,0.081,RT @mitchellvii: All of these early media predictions assume Hillary is getting all the Dem votes and ignoring Trumps advantage with Indies.
BustosBella,JuiceTha56,0.168,0.0,0.927,0.073,RT @JuiceTha56: Will Hillary make pants suits mandatory? Will Trump build a wall on Mexicos border? Find out tomorrow on the season fin
hostagehoosier,mamaswati,-0.3182,0.103,0.897,0.0,@mamaswati lady with the hillary sticker looked genuinely shocked when i glared at her after she asked if I wanted a sample dem ballot.
_3Digital,The__Prototype,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
_3Digital,twitter,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
princessle4h,HillaryClinton,0.0,0.0,1.0,0.0,RT @HillaryClinton: Everything weve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https
princessle4h,hillaryclinton,0.0,0.0,1.0,0.0,RT @HillaryClinton: Everything weve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https
AmbieeJojo,whytruy,0.3612,0.0,0.828,0.172,RT @whytruy: *casts vote for Hillary* Hillary: Thank you for your vot-Me: https://t.co/EjvxMWZD2c
AmbieeJojo,twitter,0.3612,0.0,0.828,0.172,RT @whytruy: *casts vote for Hillary* Hillary: Thank you for your vot-Me: https://t.co/EjvxMWZD2c
Lenka_,FrankLuntz,0.1571,0.091,0.792,0.117,RT @FrankLuntz: In case I wasn't clear enough from my previous tweets:Hillary Clinton will be the next President of the United States.  #
jezzybees,ashiebaker,-0.4574,0.136,0.864,0.0,"Chris Wallace just asked ""what if Hillary flips GA?""  @ashiebaker and @MelaninDSass will lose their chill is what will happen!"
sbca80,TheEconomist,-0.7506,0.39,0.61,0.0,RT @TheEconomist: Donald Trump's reckless foreign policy could unleash chaos https://t.co/kJPHr47hHn https://t.co/VhOjRhE6br
sbca80,economist,-0.7506,0.39,0.61,0.0,RT @TheEconomist: Donald Trump's reckless foreign policy could unleash chaos https://t.co/kJPHr47hHn https://t.co/VhOjRhE6br
llylahh__,FreddyAmazin,0.0,0.0,1.0,0.0,RT @FreddyAmazin: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/UFcFkP6js1
llylahh__,twitter,0.0,0.0,1.0,0.0,RT @FreddyAmazin: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/UFcFkP6js1
FranCarmichael,NathanZed,0.5267,0.0,0.848,0.152,RT @NathanZed: my 7 year old cousin just now: is Hellen Keller winning me: whatcousin: Hellen Kellerme: Hillary Clinton? cousin: I dont
_ariannneeezy,whytruy,0.3612,0.0,0.828,0.172,RT @whytruy: *casts vote for Hillary* Hillary: Thank you for your vot-Me: https://t.co/EjvxMWZD2c
_ariannneeezy,twitter,0.3612,0.0,0.828,0.172,RT @whytruy: *casts vote for Hillary* Hillary: Thank you for your vot-Me: https://t.co/EjvxMWZD2c
HansonbooRiah,jozenc,0.8625,0.0,0.586,0.414,RT @jozenc: Why Hillary greet all her black friends like she thought they weren't coming to her party? https://t.co/Id0avyHnMZ
HansonbooRiah,twitter,0.8625,0.0,0.586,0.414,RT @jozenc: Why Hillary greet all her black friends like she thought they weren't coming to her party? https://t.co/Id0avyHnMZ
_KrissyGomez,JuiceTha56,0.168,0.0,0.927,0.073,RT @JuiceTha56: Will Hillary make pants suits mandatory? Will Trump build a wall on Mexicos border? Find out tomorrow on the season fin
Bungalow0,anonymous585446,0.0,0.0,1.0,0.0,@anonymous585446 Guam. Hillary 72%
DriggersJudy,suziedaud,0.0,0.0,1.0,0.0,"RT @suziedaud: #DNCLeak2 Hillary's staffers discussing Bill &amp; Epsteins #LolitaExpress with underage girls on way to ""Orgy Island""https://"
DriggersJudy,,0.0,0.0,1.0,0.0,"RT @suziedaud: #DNCLeak2 Hillary's staffers discussing Bill &amp; Epsteins #LolitaExpress with underage girls on way to ""Orgy Island""https://"
iridescentnoir,The__Prototype,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
iridescentnoir,twitter,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
russmove,mitchellvii,-0.1779,0.109,0.81,0.081,RT @mitchellvii: All of these early media predictions assume Hillary is getting all the Dem votes and ignoring Trumps advantage with Indies.
twinkIouis,ParksAndRecPics,0.0,0.0,1.0,0.0,RT @ParksAndRecPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/1kSRUaxGAw
twinkIouis,twitter,0.0,0.0,1.0,0.0,RT @ParksAndRecPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/1kSRUaxGAw
TheMadHessian,DailyMail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1.54% reporting in Kentucky:  Trump 68%  Hillary 28%https://t.co/GMVxvJS7cN #ElectionNight
TheMadHessian,dailymail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1.54% reporting in Kentucky:  Trump 68%  Hillary 28%https://t.co/GMVxvJS7cN #ElectionNight
Thompson1226,,0.0,0.0,1.0,0.0,"I voted for Hillary, don't @ me"
annyglop23,Latina_pe,0.0,0.0,1.0,0.0,RT @Latina_pe: Boca de urna- New Hampshire: Donald Trump: 52% Hillary Clinton: 41% #EleccionesEEUU #ElectionDay https://t.co/uhnyqN3ZuC
annyglop23,twitter,0.0,0.0,1.0,0.0,RT @Latina_pe: Boca de urna- New Hampshire: Donald Trump: 52% Hillary Clinton: 41% #EleccionesEEUU #ElectionDay https://t.co/uhnyqN3ZuC
UniversityWatc1,_HankRearden,0.2732,0.0,0.905,0.095,"RT @_HankRearden: I live in deep blue Boulder, in probably the bluest neighborhood. I've seen literally two Hillary signs total. The energy"
cmpnwtr,FrankLuntz,0.6369,0.0,0.733,0.267,"RT @FrankLuntz: The numbers I'm getting now suggest a nationwide turnout that strongly favors Hillary.And if Hillary does well, so will d"
elllaavalentine,Cj15ive,0.0,0.0,1.0,0.0,RT @Cj15ive: if you vote for Hillary unfollow me
luminouslylit,HillaryClinton,0.0,0.0,1.0,0.0,"RT @HillaryClinton: This one's for you, Hillary. https://t.co/KtzpIpSziO"
luminouslylit,twitter,0.0,0.0,1.0,0.0,"RT @HillaryClinton: This one's for you, Hillary. https://t.co/KtzpIpSziO"
jeanne_tall,Caveman2743,0.4466,0.0,0.827,0.173,"RT @Caveman2743: RED ALERT: On Eve of Election, Benghazi BOMBSHELL Rains Down on Hillary https://t.co/rGox20vXgM"
jeanne_tall,conservativetribune,0.4466,0.0,0.827,0.173,"RT @Caveman2743: RED ALERT: On Eve of Election, Benghazi BOMBSHELL Rains Down on Hillary https://t.co/rGox20vXgM"
berkleyparton,NRich_5,0.0258,0.105,0.787,0.109,"RT @NRich_5: If Hillary Clinton takes an early lead tomorrow nobody stress out, its just the Trump supporters haven't got off work yet"
SLovelace76,PrisonPlanet,-0.7251,0.303,0.697,0.0,RT @PrisonPlanet: More vote fraud in Philly. Dems handing out Hillary propaganda INSIDE polling station. https://t.co/CheWoAprKO
SLovelace76,twitter,-0.7251,0.303,0.697,0.0,RT @PrisonPlanet: More vote fraud in Philly. Dems handing out Hillary propaganda INSIDE polling station. https://t.co/CheWoAprKO
lewlove123,The__Prototype,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
lewlove123,twitter,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
emyjeannn,philsadelphia,0.7893,0.0,0.62,0.38,RT @philsadelphia: captain america voted for hillary so i think legally she should automatically win thank u https://t.co/cpkRZM1End
emyjeannn,twitter,0.7893,0.0,0.62,0.38,RT @philsadelphia: captain america voted for hillary so i think legally she should automatically win thank u https://t.co/cpkRZM1End
freerepublican,michelekirkBPR,0.5106,0.0,0.829,0.171,RT @michelekirkBPR: Pro-Hillary rapper marches thousands of fans to Chicago voting booth after free concert https://t.co/j1iz3idvDL https:/
freerepublican,bizpacreview,0.5106,0.0,0.829,0.171,RT @michelekirkBPR: Pro-Hillary rapper marches thousands of fans to Chicago voting booth after free concert https://t.co/j1iz3idvDL https:/
ksootaeho,fentyy,0.0,0.0,1.0,0.0,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs
ksootaeho,twitter,0.0,0.0,1.0,0.0,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs
emilyb77,catoletters,-0.5859,0.213,0.787,0.0,RT @catoletters: She has long  history of collaboration with Neocon Warmongers  on foreign policy https://t.co/sSHaBRnVUV
emilyb77,theintercept,-0.5859,0.213,0.787,0.0,RT @catoletters: She has long  history of collaboration with Neocon Warmongers  on foreign policy https://t.co/sSHaBRnVUV
ChiefMya,haylealsina,-0.8934,0.342,0.588,0.07,@haylealsina shit I'd rather Hillary . Because trump just hell naw . He racist af . Like tf ... And if he become president it's over for us
ElisaDonahue,JackPosobiec,-0.2023,0.141,0.859,0.0,RT @JackPosobiec: LIVE on #Periscope: Hillary Workers Intimidate Voters in Philly https://t.co/u9aM89xnPY
ElisaDonahue,periscope,-0.2023,0.141,0.859,0.0,RT @JackPosobiec: LIVE on #Periscope: Hillary Workers Intimidate Voters in Philly https://t.co/u9aM89xnPY
InsaneTrvpper,kiingdarry,0.6249,0.102,0.665,0.232,"RT @kiingdarry: all y'all saying y'all not voting b/c y'all don't believe in Hillary nor Trump, if trump wins Y'ALL BETTER NOT COMPLAIN ABO"
eridani99,donnajherren,-0.6597,0.188,0.812,0.0,"RT @donnajherren: My other kid's speech teacher told her Hillary Clinton has people murdered.Me: Only if they need killing, pumpkin.(YE"
sinncityx,localblactivist,0.0,0.0,1.0,0.0,RT @localblactivist: This correlates to the many instances Trump has pointed out Hillarys war-mongering activities and wall street ties.
kirkbull,dale_bernadette,-0.4574,0.166,0.834,0.0,RT @dale_bernadette: @seanhannity Pennsylvania voters complained of their vote 2 Trump wld switch to Hillary. Frauding again?!
AmBricholas,angryblackhoemo,-0.3595,0.122,0.878,0.0,"RT @angryblackhoemo: white liberals: ""I'm voting for Clinton to stop Trump's racism!""Black people: *lists out ways Hillary's also a racis"
breelieber,The__Prototype,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
breelieber,twitter,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
dlott1989,hillary_gibble,0.6467,0.0,0.318,0.682,@hillary_gibble @DineshDSouza wonderful!!
tdotsavage00,twitter,0.8225,0.0,0.591,0.409,When u wanted hillary to win but Trump might actually win #distewmuch #andimeanthat https://t.co/TI9ktXGH4N
LDrogosPhD,BitchestheCat,0.0,0.0,1.0,0.0,"RT @BitchestheCat: Every time a state gets called for Hillary, I'm doing a line of catnip. #ElectionDay https://t.co/kuqCiIhtLb"
LDrogosPhD,twitter,0.0,0.0,1.0,0.0,"RT @BitchestheCat: Every time a state gets called for Hillary, I'm doing a line of catnip. #ElectionDay https://t.co/kuqCiIhtLb"
tjcurtis13,AfroGumOfficiaI,0.0,0.0,1.0,0.0,RT @AfroGumOfficiaI: Hillary Clinton doing the #MannequinChallenge on #ElectionDay  https://t.co/fGOnNfYXWQ
tjcurtis13,twitter,0.0,0.0,1.0,0.0,RT @AfroGumOfficiaI: Hillary Clinton doing the #MannequinChallenge on #ElectionDay  https://t.co/fGOnNfYXWQ
RichardW_1943,DrMartyFox,-0.296,0.121,0.879,0.0,RT @DrMartyFox: #ImVotingBecause We Must Stop DUAL #JUSTICEWhere #Deplorables Must Follow The #RuleOfLawWhile #Hillary &amp; Her Cronies
LayLay_65,MrCouture,0.0,0.0,1.0,0.0,RT @MrCouture: Some of y'all didn't vote but y'all gon be the first ones in line for them Hillary 12's tomorrow!  #ImWithHER https://t.co
LayLay_65,t,0.0,0.0,1.0,0.0,RT @MrCouture: Some of y'all didn't vote but y'all gon be the first ones in line for them Hillary 12's tomorrow!  #ImWithHER https://t.co
CeneJimmy,marwannafuq,0.7717,0.0,0.628,0.372,RT @marwannafuq: I hope Hillary Clinton helps black people the way black people are helping her https://t.co/trWnHY7M9J
CeneJimmy,twitter,0.7717,0.0,0.628,0.372,RT @marwannafuq: I hope Hillary Clinton helps black people the way black people are helping her https://t.co/trWnHY7M9J
